ID,类别,翎风名称,别名,语法签名,脚本入口,对象上下文,当前实现位置,兼容状态,已知差异,客户端依赖,数据依赖,真实语料使用次数,测试编号,说明书页面,负责人,最后复核日期,来源分类,来源相对页,说明书版本
LF-TOPIC-0255,动作,扩展MOVR使用方法,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/扩展Movr.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0256,动作,练习技能,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/练习技能.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0257,动作,秒杀保护,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/秒杀保护.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0258,动作,千里传音[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/千里传音脚本.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0259,动作,强行捡起他人打怪爆出未到冷却时间的物品[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/强行捡起他人打怪爆出未到冷却时间的物品.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0260,动作,清除地图物品,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除地图物品.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0261,动作,清除地图中的怪物,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除指定地图里的怪物.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0262,动作,清除结婚信息,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除结婚信息.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0263,动作,清除列表内容,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除列表内容.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0264,动作,清除人物的仓库密码,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除人物的仓库密码.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0265,动作,清除人物转生,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除人物转生数据.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0266,动作,清除延时移动,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除延时移动.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0267,动作,清除英雄转生,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除英雄转生数据.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0268,动作,清除SendCenterMsg DelayGoto,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清除SendCenterMsg%20DelayGoto.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0269,动作,清掉地图某范围的怪物[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清掉地图某范围的怪物命令.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0270,动作,清空变量[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清空变量.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0271,动作,清空P变量,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/清空角色P变量.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0272,动作,取得随机字符串(2020新),,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/随机字符串.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0273,动作,取对面角色人物名,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/取对面角色人物名.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0274,动作,取两个时间之间的相差,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/取两个时间之间的相差.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0275,动作,取下镶嵌宝石命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/取下镶嵌宝石命令.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0276,动作,取指定排行榜指定排名的玩家名字和检测人物在指定排行榜中的名次,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/取指定排行榜指定排名的玩家名字%20和检测人物在指定排行榜中的名次.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0277,动作,取字符串长度[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/取字符串长度.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0278,动作,人物/英雄临时数据命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/临时数据.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0279,动作,人物和英雄穿戴装备前触发,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/人物和英雄穿戴装备前触发.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0280,动作,人物隐身属性,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/隐身属性.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0281,动作,杀死宝宝,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/将人物的宝宝全部杀死.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0282,动作,杀死人物,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/杀死人物.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0283,动作,杀死人物的宝宝,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/杀死人物的宝宝.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0284,动作,删除仓库物品,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除仓库物品.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0285,动作,删除非本职业的所有技能,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除非本职业的所有技能.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0286,动作,删除会员人物及时间,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除会员人物及时间.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0287,动作,删除列表行会名,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除列表行会名.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0288,动作,删除人物名在列表中,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除人物在列表中.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0289,动作,删除人物帐号在列表中,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除人物帐号在列表中.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0290,动作,删除人物IP在列表中,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除人物IP在列表中.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0291,动作,删除所有技能,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除所有技能.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0292,动作,删除文本指定行,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除文本指定行.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0293,动作,删除行会成员,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除行会成员.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0294,动作,删除一个NPC,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除一个NPC.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0295,动作,删除指定技能,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/删除指定技能.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0296,动作,伤害吸收装备设置,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/脚本命令开启行会战.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0297,动作,设置被怪物攻击时伤害吸收,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置被怪物攻击时伤害吸收.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0298,动作,设置攻击力倍数[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置攻击力倍数[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0299,动作,设置技能伤害防御[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置技能伤害和防御.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0300,动作,设置假人捡物品列表,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置假人捡物品列表.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0301,动作,设置离线挂机,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置离线挂机.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0302,动作,设置人物当前模式,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置人物当前模式.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0303,动作,设置人物当前权限,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置人物当前权限.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0304,动作,设置杀怪经验倍数,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置杀怪经验倍数.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0305,动作,设置物品悬浮框背景特效,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置物品悬浮框背景特效.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0306,动作,设置修改宝宝属性,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/修改宝宝属性.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0307,动作,设置装备发光特效,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置装备发光特效.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0308,动作,使用外置默认浏览器打开网站,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/使用外置默认浏览器打开网站.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0309,动作,收回玩家英雄脚本命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/收回英雄.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0310,动作,收回OK框中的物品,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/收回OK框中的物品.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0311,动作,数学表达式运算命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/数学表达式运算命令.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0312,动作,刷新当前装备属性到客户端,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/刷新当前装备属性到客户端.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0313,动作,所有行会同时攻城,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/所有行会同时攻城.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0314,动作,特修装备,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/特修装备[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0315,动作,踢除服务器挂机人物,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/踢除所有挂机人物.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0316,动作,踢除服务器所有人物,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/踢除所有在线人物.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0317,动作,踢人物下线,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/踢人物下线.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0318,动作,"替换行会掌门,改变行会的掌门人",,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/替换行会掌门.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0319,动作,替换字符命令[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/增加替换字符命令.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0320,动作,添加行会成员,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/添加行会成员.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0321,动作,通过技能ID获取技能数据库字段,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/通过技能ID获取技能数据库字段.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0322,动作,通过脚本建立一个NPC 动态创建NPC,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/通过脚本建立一个NPC.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0323,动作,退出行会前触发,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/退出行会前触发.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0324,动作,文本字符交替命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/文本字符交替命令.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0325,动作,物品标记，装备标记，物品标识，装备标识、,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/物品标记.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0326,动作,显示倒计时信息提示,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/显示倒计时信息提示.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0327,动作,新游戏点[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/新游戏点[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0328,动作,行会地图传送,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/行会地图传送.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0329,动作,行会地图随机传送,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/行会地图随机传送.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0330,动作,行会建设相关,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/行会建设相关.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0331,动作,修改宝宝属性,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/修改宝宝属性值.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0332,动作,修改宝宝外观,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/修改宝宝外观.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0333,动作,"修改地图内怪物属性,修改怪物属性(在原属性的基本上进行加减操作）",,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/修改地图内怪物属性.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0334,动作,修改物品的附加属性值,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/修改物品的附加属性值.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0335,动作,修改装备内观和外观命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/修改装备内外观命令.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0336,动作,修理沙巴克城墙城门,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/修理沙巴克城墙城门.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0337,动作,循环脚本运行次数设置,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/循环脚本运行次数设置.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0338,动作,延时移动,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/延时移动.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0339,动作,验证码功能说明,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调用验证码系统.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0340,动作,移动到回城点,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/移动到回城点.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0341,动作,英雄宝宝攻击触发,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/英雄宝宝攻击触发.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0342,动作,英雄相关命令支持与示范，英雄捡起触发,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/英雄相关操作命令增加与捡起触发示范.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0343,动作,永久调整人物属性值,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物永久属性.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0344,动作,永久增加人物属性点(按属性分配点分配),,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/永久增加人物属性点.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0345,动作,游戏币(元宝)控制,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整游戏币.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0346,动作,游戏窗口标题公告,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/窗口公告.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0347,动作,在地图上播放魔法效果[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在地图上播放魔法效果[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0348,动作,在地图上放物品[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在地图上放物品[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0349,动作,在登陆器里浏览网页,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在登陆器里浏览网页.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0350,动作,在屏幕上播放魔法效果,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在屏幕上播放魔法效果[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0351,动作,在文件的固定行替换写入内容[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在文件的固定行替换写入内容.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0352,动作,在文件的指定行插入一行内容[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在文件的指定行插入一行内容.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0353,动作,在线命令弹出菜单功能,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在线弹出菜单脚本.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0354,动作,在线泡经验,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在线泡经验.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0355,动作,在线修改宝宝名字[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在线修改宝宝名字.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0356,动作,"暂停刷怪,停止刷怪",,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/暂停刷怪.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0357,动作,增加附加伤害效果,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/增加附加伤害效果.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0358,动作,增加会员时间[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/增加会员时间[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0359,动作,增加人物名在列表中,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/增加人物名在列表中.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0360,动作,增加人物帐号在列表中,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/增加人物帐号在列表中.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0361,动作,增加人物IP在列表中,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/增加人物IP在列表中.html,LFM2-2026-08-15-snapshot
