;;Movement
10001:  1.wav
2544:    490-4.wav
2545:    490-5.wav

;;MON -> B
2550:
2551:    440-1.wav
2552:    440-2.wav
2553:
2554:    440-4.wav
2555:    440-5.wav

;;MON -> B
2560:
2561:   1820-1.wav
2562:   1820-2.wav
2563:
2564:   1820-4.wav
2565:   1820-5.wav

;;MON -> B
2570:
2571:   2770-1.wav
2572:   
2573:
2574:   2770-4.wav
2575:   2770-5.wav
2576:   2770-att1-1.wav
2577:   2770-att1-2.wav
2578:   2770-att2-1.wav
2579:   2770-att2-2.wav

;;MON -> StoningStatue
2580:
2581:   2780-1.wav
2582:   
2583:
2584:   2780-4.wav
2585:   2780-5.wav
2586:   2780-att1-1.wav
2587:   2780-att1-2.wav
2588:   2780-att2-1.wav
2589:   2780-att2-2.wav

;;MON -> FlyingStatue
2590:
2591:   2790-1.wav
2592:   
2593:
2594:   2790-4.wav
2595:   2790-5.wav
2596:   2790-att1-1.wav
2597:   2790-att1-2.wav
2598:   2790-att2.wav
2599:   2790-att3.wav

;;MON -> B
2600:
2601:   1330-1.wav
2602:   1330-2.wav
2603:   1330-3.wav
2604:   1330-4.wav
2605:   1330-5.wav

;;MON -> B
2610:	
2611:	1340-1.wav
2612:	1340-2.wav
2613:	1340-3.wav
2614:	1340-4.wav
2615:	1340-5.wav

;;MON -> B
2620:
2621:	1390-1.wav
2622:	1390-2.wav
2623:	1390-3.wav
2624:	1390-4.wav
2625:	1390-5.wav

;;MON -> B
2630:
2631:	1380-1.wav
2632:	1380-2.wav
2633:
2634:	1380-4.wav
2635:	1380-5.wav

;;MON -> B
2640:
2641:	1370-1.wav
2642:	1370-2.wav
2643:	1370-3.wav
2644:	1370-4.wav
2645:	1370-5.wav

;;MON -> B
2650:	
2651:	2430-1.wav
2652:	2430-2.wav
2653:
2654:	2430-4.wav
2655:	2430-5.wav
2656:	2430-6.wav
2657:	2430-7.wav

;;MON -> B
2660:
2661:    810-1.wav
2662:    810-2.wav
2663:
2664:    810-4.wav
2665:    810-5.wav

;;MON -> B
2670:
2671:    820-1.wav
2672:    820-2.wav
2673:
2674:    820-4.wav
2675:

;;MON -> B
2680:
2681:   2410-1.wav
2682:   2410-2.wav
2683:   
2684:   2410-4.wav
2685:   2410-5.wav
2686:   2410-6.wav

;;MON -> B
2690:
2691:	1520-1.wav
2692:	1520-2.wav
2693:	
2694:	1520-4.wav
2695:	1520-5.wav

;;MON -> B
2700:
2701:   2770-1.wav
2702:   
2703:
2704:   2770-4.wav
2705:   2770-5.wav
;;MON -> B
2710:
2711:   2770-1.wav
2712:   
2713:
2714:   2770-4.wav
2715:   2770-5.wav
;;MON -> B
2720:
2721:	2920-1.wav
2722:	2010-3.wav
2723:	
2724:	2920-4.wav
2725:	2920-5.wav
2726:	2920-6.wav
;;MON -> B
2730:	
2731:	2930-1.wav
2732:	2930-2.wav
2733:	
2734:	2930-4.wav
2735:	2930-5.wav
2736:	2930-6.wav
;;MON -> B
2740:
2741:	2940-1.wav
2742:	2940-2.wav
2743:	
2744:	2940-4.wav
2745:	2940-5.wav
2746:	2940-6.wav
;;MON -> B
2750:	
2751:	2950-1.wav
2752:	2950-2.wav
2753:	
2754:	
2755:	2950-5.wav
2756:	2950-6.wav
;;MON -> B
2760:
2761:	2960-1.wav
2762:	2960-att2-1.wav
2763:	
2764:	2960-4.wav
2765:	2960-5.wav
2766:	2960-att1-1.wav
2767:	2960-att1-2.wav
2768:	2960-att2-1.wav
2769:	2960-att2-2.wav
;;MON -> B
2770:
2771:	2970-1.wav
2772:
2773:
//2774:	2970-4.wav
2775:	2970-5.wav
2776:	2510-att2.wav
2777:	2970-att1-2.wav
2778:	2530-att1.wav
2779:	2970-att3.wav
;;MON -> B
2780:	
2781:	2980-1.wav
2782:	460-3.wav
2783:	
2784:	2980-4.wav
2785:	2980-5.wav
2786:	
;;MON -> B
2790:	
2791:	2990-1.wav
2792:	2990-2.wav
2793:	
2794:	2990-4.wav
2795:	2990-5.wav
2796:	

;;MON -> B
2800:	
2801:	3000-1.wav
2802:	3000-2.wav
2803:	
2804:	3000-4.wav
2805:	3000-5.wav
2806:	3000-6.wav
;;MON -> B
2810:	
2811:	3010-1.wav
2812:	3010-2.wav
2813:	
2814:	3010-4.wav
2815:	3010-5.wav
2816:	3010-6.wav
;;MON -> B
2820:	
2821:	3020-1.wav
2822:	3020-2.wav
2823:	
2824:	3020-4.wav
2825:	3020-5.wav
;;MON -> B
2830:	
2831:	3020-1.wav
2832:	3020-2.wav
2833:	
2834:	3020-4.wav
2835:	3020-5.wav	
;;MON -> B
2840:	
2841:	3020-1.wav
2842:	3020-2.wav
2843:	
2844:	3020-4.wav
2845:	3020-5.wav	
;;MON -> B
2850:	
2851:	3050-1.wav
2852:	3050-2.wav
2853:	
2854:	3050-4.wav
2855:	3050-5.wav
2856:	3050-6.wav
2857:	3050-7.wav
;;MON -> B
2860:	
2861:	3060-1.wav
2862:	3060-2.wav
2863:	
2864:	3060-4.wav
2865:	3060-5.wav
2866:	3060-6.wav
2867:	3060-7.wav
;;MON -> B
2870:	
2871:	
2872:	
2873:	
2874:	3070-4.wav
2875:	3070-5.wav
;;MON -> B
2880:	
2881:	
2882:	3080-2.wav
2883:	
2884:	3080-4.wav
2885:	3080-5.wav
;;MON -> B
2891: 210-1.wav
2892: 210-2.wav
2894: 210-4.wav
2895: 210-5.wav

;;MON -> B		
2901:	57.wav
2902:	57.wav	
2904:	3100-4.wav
2905:	3100-5.wav
;;MON -> B	
2911:	3110-1.wav
2912:	2210-3.wav	
2914:	3110-4.wav
2915:	3110-5.wav
;;MON -> B	
2921:	3110-1.wav
2922:	3120-2.wav
2924:	3110-4.wav
2925:	3110-5.wav
;;MON -> B	
2931:	3110-1.wav
2932:	3120-2.wav
2934:	3110-4.wav
2935:	3110-5.wav
2936:	3130-6.wav
;;MON -> B		
2941:	3140-1.wav
2942:
2944:	2980-4.wav
2945:	3140-5.wav
2946:	2960-att2-1.wav
2947:	3140-7.wav
2948:	8220-2.wav
;;MON -> B	
2951:	3150-1.wav
2952:	2520.wav
2954:	3150-4.wav
2955:	3150-5.wav
2956:	2780-att2-2.wav
;;MON -> B	
2961:	3150-1.wav
2962:	3160-2.wav
2964:	3150-4.wav
2965:	3150-5.wav
2966:	2780-att2-2.wav
;;MON -> B	
2971:	3150-1.wav
2972:	56.wav
2974:	3150-4.wav
2975:	3150-5.wav
2976:	2780-att2-2.wav
;;MON -> B	
2981:	3150-1.wav
2982:	3180-2.wav
2984:	3150-4.wav
2985:	3150-5.wav
2986:	2780-att2-2.wav
;;MON -> B	
2991:	3190-1.wav
2992:	53.wav
2994:	3190-4.wav
2995:	3190-5.wav
2996:	2780-att2-2.wav
2997:	2780-att2-2.wav

;;MON -> B		
3001:	3190-1.wav
3002:	3050-2.wav
3004:	3200-4.wav
3005:	3200-5.wav
3006:	2560-1.wav
;;MON -> B		
3011:	3190-1.wav
3012:	3050-2.wav
3014:	3200-4.wav
3015:	3200-5.wav
3016:	2560-1.wav
;;MON -> B		
3021:	3190-1.wav
3022:	3050-2.wav
3024:	3200-4.wav
3025:	3200-5.wav
3026:	2560-1.wav
;;MON -> B		
3031:	3190-1.wav
3032:	3050-2.wav
3034:	3200-4.wav
3035:	3200-5.wav
3036:	2560-1.wav
;;MON -> B	
3041:	3190-1.wav
3042:	3240-2.wav
3044:	3200-4.wav
3045:	3200-5.wav
3046:	3240-6.wav
3047:	3060-7.wav
3048:	2510-att1.wav
3049:	2510-att2.wav
;;MON -> B
3051:	3250-1.wav
3052:	54.wav
3054:	3250-4.wav
3055:	3250-5.wav
3057:	210-2.wav
;;MON -> B
3061:	3250-1.wav
3062:	3260-2.wav
3064:	3260-4.wav
3065:	3260-5.wav
3067:	3260-att1.wav
3068:	3260-att2.wav
;;MON -> B
3071:	3250-1.wav
3072:	52.wav
3074:	3270-4.wav
3075:	3270-5.wav
3077:	3270-att1.wav
3078:	3270-att2.wav
;;MON -> B
3080:	3280-1.wav
3081:	3280-1.wav
3082:	3280-2.wav
3084:	3280-4.wav
3085:	3280-5.wav
;;MON -> B
3091:	3290-1.wav
3092:	3290-2.wav
3094:	3290-4.wav
3095:	3290-5.wav
3097:	3290-att1.wav
3098:	3290-att2.wav

;;MON -> B
3101:   2440-1.wav
3102:   2440-2.wav
3104:   2440-4.wav
3105:   2440-5.wav
;;MON -> B
3111:   2440-1.wav
3112:   2440-2.wav
3114:   2440-4.wav
3115:   2440-5.wav
;;MON -> B
3121:   2440-1.wav
3122:   2440-2.wav
3124:   2440-4.wav
3125:   2440-5.wav
;;MON -> B
3131:   2440-1.wav
3132:   2440-2.wav
3134:   2440-4.wav
3135:   2440-5.wav
;;MON -> B
3141:   2440-1.wav
3142:   2440-2.wav
3144:   2440-4.wav
3145:   2440-5.wav
;;MON -> B
3151:   2440-1.wav
3152:   2440-2.wav
3154:   2440-4.wav
3155:   2440-5.wav
;;MON -> B
3161:   2440-1.wav
3162:   2440-2.wav
3164:   2440-4.wav
3165:   2440-5.wav
;;MON -> B
3171:   2440-1.wav
3172:   2440-2.wav
3174:   2440-4.wav
3175:   2440-5.wav
;;MON -> B
3181:   3380-1.wav
3182:   3380-2.wav
3184:   3380-4.wav
3185:   3380-5.wav
3186:   3380-att1.wav
;;MON -> B
3191:   3390-1.wav
3192:   3390-2.wav
3194:   3390-4.wav
3195:   3390-5.wav
3196:   3390-att1.wav
;;MON -> B
3201:   3400-1.wav
3202:   3400-2.wav
3204:   3400-4.wav
3205:   3400-5.wav
3206:   3400-att1.wav
;;MON -> B
3211:   3410-1.wav
3212:   3410-2.wav
3214:   3410-4.wav
3215:   3410-5.wav
3216:   3420-att1.wav
;;MON -> B
3221:   3420-1.wav
3222:   3420-2.wav
3224:   3420-4.wav
3225:   3420-5.wav
;;MON -> B
3231:   3430-1.wav
3232:   3430-2.wav
3234:   3430-4.wav
3235:   3430-5.wav
3236:   3430-att1.wav
;;MON -> B
3241:   3440-1.wav
3242:   3440-2.wav
3244:   3440-4.wav
3245:   3440-5.wav
3246:   3440-att1.wav
3248:   3440-att2.wav
;;MON -> B
3251:   3450-1.wav
3252:   3450-2.wav
3254:   3450-4.wav
3255:   3450-5.wav
3256:   3450-att1.wav
;;MON -> B
3261:   3460-1.wav
3262:   3460-2.wav
3264:   3460-4.wav
3265:   3460-5.wav
3266:   3460-att1.wav
;;MON -> B
3271:   3470-1.wav
3272:   3470-2.wav
3274:   3470-4.wav
3275:   3470-5.wav
3276:   3470-att1.wav
;;MON -> B
3281:   3480-1.wav
3282:   3480-2.wav
3284:   3480-4.wav
3285:   3480-5.wav
3286:   3480-att1.wav
;;MON -> B
3291:   3490-1.wav
3292:   3490-2.wav
3294:   3490-4.wav
3295:   3490-5.wav
3296:   3490-att1.wav
3297:   3490-att1.wav
3298:   3490-att1.wav

;;MON -> B
3302:   fightcat_att1.wav
3304:   fightcat_behit.wav
3305:   fightcat_die_cat.wav
;;MON -> B
3312:   firecat_att1.wav
3314:   firecat_behit.wav
3315:   firecat_die_cat.wav
3317:   firecat_att2.wav
;;MON -> B
3322:   spearcat_att1.wav
3324:   spearcat_behit.wav
3325:   spearcat_die_cat.wav
3327:   spearcat_att2.wav
;;MON -> B
3332:   hammercat_att1.wav
3334:   hammercat_behit.wav
3335:   hammercat_die_cat.wav
;;MON -> B
3342:   hammercat_att1.wav
3344:   hammercat_behit.wav
3345:   hammercat_die_cat.wav
3347:   blackhammercat_att2.wav
;;MON -> B
3352:   armorcat_att1.wav
3354:   armorcat_behit.wav
3355:   armorcat_die_cat.wav
3357:   armorcat_att2.wav
3358:   armorcat_att3.wav
;;MON -> B
3362:   shamancat_att1.wav
3364:   shamancat_behit.wav
3365:   shamancat_die_cat.wav
3367:   shamancat_att2.wav
3368:   shamancat_att3.wav
;;MON -> B
3372:   pot1_atk.wav
3374:   pot_behit.wav
3375:   pot1_die.wav
;;MON -> B
3382:   pot3_atk.wav
3384:   pot_behit.wav
3385:   pot3_die.wav
;;MON -> B
3392:   bigcat_att1.wav
3394:   bigcat_behit.wav
3395:   bigcat_die.wav
3397:   bigcat_att2.wav
3398:   bigcat_att3.wav
3399:   bigcat_att4.wav

;;MON -> B
3402:   bigpot_att1.wav
3404:   bigpot_behit_mix.wav
3405:   bigpot_die.wav
3407:   bigpot_att2.wav
3408:   bigpot_att3.wav
3409:   bigpot_att4.wav
;;MON -> B
3412:   generalcat_att1.wav
3414:   generalcat_behit.wav
3415:   generalcat_die.wav
3416:   generalcat_att2.wav
3417:   generalcat_att3.wav
3418:   generalcat_att4.wav
3419:   generalcat_att5.wav
;;MON -> B
3422:   1810-2.wav
3424:   660-4.wav
3425:   660-5.wav
;;MON -> B
3432:   1810-2.wav
3434:   660-4.wav
3435:   660-5.wav
;;MON -> B
3442	babyfishman_atk1.wav
3444	babyfishman_dmg.wav
3445	babyfishman_die.wav
;;MON -> B
3452	spearfishman_atk1.wav
3454	spearfishman_dmg.wav
3455	spearfishman_die.wav
3457	spearfishman_atk2.wav
;;MON -> B
3462	shamanfishman_atk1.wav
3464	shamanfishman_dmg.wav
3465	shamanfishman_die.wav
3467	shamanfishman_atk2.wav
;;MON -> B
3472	axefishman_atk1.wav
3474	axefishman_dmg.wav
3475	axefishman_die.wav
3477	axefishman_atk2.wav
;;MON -> B
3480:	soildog_digup.wav
3482:	soildog_atk1.wav
3484:	soildog_dmg.wav
3485:	soildog_die.wav
3487:	soildog_atk2.wav
3488:	soildog_atk3.wav
;;MON -> B
3490:	hornsoildog_digup.wav
3492:	hornsoildog_atk1.wav
3494:	hornsoildog_dmg.wav
3495:	hornsoildog_die.wav
3497:	hornsoildog_atk2.wav
3498:	hornsoildog_atk3.wav

;;MON -> B
3505	eggfishman_die.wav
;;MON -> B
3512	nomalfishman_atk1.wav
3514	nomalfishman_dmg.wav
3515	nomalfishman_die.wav
;;MON -> B
3522	snailfrog_atk1.wav
3524	snailfrog_dmg.wav
3525	snailfrog_die.wav
3527	snailfrog_atk2.wav
3528	snailfrog_atk3.wav
;;MON -> B
3532	earthwormman_atk1.wav
3534	earthwormman_dmg.wav
3535	earthwormman_die.wav
3537	earthwormman_atk2.wav
3538	earthwormman_atk3.wav
;;MON -> B
3541:   bossfishman_ready.wav
3542:   bossfishman_atk1.wav
3544:   bossfishman_dmg.wav
3545:   bossfishman_die.wav
3546:   bossfishman_atk2.wav
3547:   bossfishman_atk3.wav
3548:   bossfishman_atk4.wav
;;MON -> B
3554:   erathtoad_dmg.wav
3555:   erathtoad_die.wav
3556:   erathtoad_atk2.wav
3557:   erathtoad_atk3.wav
;;MON -> B
3562:   bugman_atk1.wav
3564:   bugman_dmg.wav
3565:   bugman_die.wav
3566:   bugman_atk2.wav
;;MON -> B
3572:   treeman_atk1.wav
3574:   treeman_dmg.wav
3575:   treemann_die.wav
3576:   treeman_atk2.wav
;;MON -> B
3582:   birdman_atk1.wav
3584:   birdman_dmg.wav
3585:   birdman_die.wav
3586:   birdman_atk2.wav
3587:   birdman_atk3.wav
;;MON -> B
3592:   smallrhino_atk1.wav
3594:   smallrhino_dmg.wav
3595:   smallrhino_die.wav
3596:   smallrhino_atk2.wav

;;MON -> B
3602:   bigrhino_atk1.wav
3604:   bigrhino_dmg.wav
3605:   bigrhino_die.wav
3606:   birdman_atk2.wav
3607:   bigrhino_atk3.wav
;;MON -> B
3612:   elephantman_atk1.wav
3614:   elephantman_dmg.wav
3615:   elephantman_die.wav
3616:   elephantman_atk2.wav
;;MON -> B
3622:   stonegolem_atk1.wav
3624:   stonegolem_dmg.wav
3625:   stonegolem_die.wav
3626:   stonegolem_atk2.wav
;;MON -> B
3630:	earthgolem_standup.wav
3632:	earthgolem_atk1.wav
3634:	earthgolem_dmg.wav
3635:	earthgolem_die.wav
3636:	earthgolem_atk2.wav
;;MON -> B
3641:   ganesha_stand.wav
3642:   ganesha_atk1.wav
3644:   ganesha_dmg.wav
3645:   ganesha_die.wav
3646:   ganesha_atk2.wav
3647:   ganesha_atk3.wav
3648:   ganesha_atk4.wav
;;MON -> B
3651:   bosstreeman_stand.wav
3652:   bosstreeman_atk1.wav
3654:   bosstreeman_dmg.wav
3655:   bosstreeman_die.wav
3656:   bosstreeman_atk2.wav
3657:   bosstreeman_atk3.wav
3658:   bosstreeman_atk4.wav
3659:   bosstreeman_atk5.wav
;;MON -> B
3662:	Peacockspider_atk1.wav
3664:	Peacockspider_dmg.wav
3665:	Peacockspider_die.wav
3666:	Peacockspider_atk2.wav
3667:	Peacockspider_atk3.wav
3668:	Peacockspider_atk4.wav
3669:	Peacockspider_atk5.wav
;;MON -> B
3671:   3470-1.wav
3672:   3470-2.wav
3674:   3470-4.wav
3675:   3470-5.wav
3676:   3470-att1.wav
;;MON -> B
3681:   3450-1.wav
3682:   3450-2.wav
3684:   3450-4.wav
3685:   3450-5.wav
3686:   3460-att1.wav
;;MON -> B
3692:   BIGMOUTHOMA_atk1.wav
3694:   BIGMOUTHOMA_dmg.wav
3695:   BIGMOUTHOMA_die.wav
3696:   BIGMOUTHOMA_atk2.wav

;;MON -> B
3702:   BIGHANDOMA_atk1.wav
3704:   BIGHANDOMA_dmg.wav
3705:   BIGHANDOMA_die.wav
3706:   BIGHANDOMA_atk2.wav
;;MON -> B
3712:   LOTSEYESOM_atk1.wav
3714:   LOTSEYESOM_dmg.wav
3715:   LOTSEYESOM_die.wav
;;MON -> B
3722:   OMABLACKSOLDIER_atk1.wav
3724:   OMABLACKSOLDIER_dmg.wav
3725:   OMABLACKSOLDIER_die.wav
;;MON -> B
3732:   OMAREDSOLDIER_atk1.wav
3734:   OMAREDSOLDIER_dmg.wav
3735:   OMAREDSOLDIER_die.wav
3736:   OMAREDSOLDIER_atk2.wav
;;MON -> B
3742:	OMAPRIEST_atk1.wav
3744:	OMAPRIEST_dmg.wav
3745:	OMAPRIEST_die.wav
3746:	OMAPRIEST_atk2_1.wav
3747:	OMAPRIEST_atk2_2.wav
3748:	OMAPRIEST_atk3.wav
;;MON -> B
3750:	sphere_spout.wav
3752:	sphere_blue_atk1.wav
3754:	sphere_dmg.wav
3755:	sphere_die.wav
;;MON -> B
3760:	sphere_spout.wav
3762:	sphere_red_atk1.wav
3764:	sphere_dmg.wav
3765:	sphere_die.wav
;;MON -> B
3770:	sphere_spout.wav
3772:	sphere_yellow_atk1.wav
3774:	sphere_dmg.wav
3775:	sphere_die.wav
;;MON -> B
3776:	OMABLACKBOSS_atk567.wav
3781:	OMABLACKBOSS_std.wav
3782:	OMABLACKBOSS_atk1.wav
3784:	OMABLACKBOSS_dmg.wav
3785:	OMABLACKBOSS_die.wav
3786:	OMABLACKBOSS_atk2_1.wav
3787:	OMABLACKBOSS_atk2_2.wav
3788:	OMABLACKBOSS_atk3.wav
3789:	OMABLACKBOSS_atk4.wav

;;MON -> B
3804:	struck_2.wav
3805:	2530-5.wav
;;MON -> B
3814:	struck_2.wav
3815:	2530-5.wav
;;MON -> B
3822:	longnosemonkey_atk1.wav
3824:	longnosemonkey_dmg.wav
3825:	OMABLACKBOSS_die.wav
3826:	longnosemonkey_atk2.wav
;;MON -> B
3832:	mutantcrab_atk1.wav
3834:	mutantcrab_dmg.wav
3835:	mutantcrab_die.wav
;;MON -> B
3840:	bighandflower_digup.wav
3842:	bighandflower_atk1.wav
3844:	bighandflower_dmg.wav
3845:	bighandflower_die.wav
3846:	bighandflower_atk2.wav
;;MON -> B
3852:	movingarcher_atk1.wav
3854:	movingarcher_dmg.wav
3855:	movingarcher_die.wav
;;MON -> B
3862:	burnedchef_atk1.wav
3864:	burnedchef_dmg.wav
3865:	burnedchef_die.wav
;;MON -> B
3872:	movingsalior_atk1.wav
3874:	movingsalior_dmg.wav
3875:	movingsalior_die.wav
;;MON -> B
3882:	drownslave_atk1.wav
3884:	drownslave_dmg.wav
3885:	drownslave_die.wav
3886:	drownslave_atk2.wav
;;MON -> B
3892:	shipghost_atk1.wav
3894:	shipghost_dmg.wav
3895:	shipghost_die.wav
3896:	shipghost_atk2.wav

;;MON -> B
3902:	darkmate_atk1.wav
3904:	darkmate_dmg.wav
3905:	darkmate_die.wav
3906:	darkmate_atk2.wav
;;MON -> B
3912:	wlidwoodwork_atk1.wav
3914:	wlidwoodwork_dmg.wav
3915:	wlidwoodwork_die.wav
;;MON -> B
3926:	curesbox_atk1.wav
3927:	curesbox_die.wav
;;MON -> B
3932:	mutantwatcher_atk1.wav
3934:	mutantwatcher_dmg.wav
3935:	mutantwatcher_die.wav
;;MON -> B
3942:	bluesoul_atk1.wav
3944:	bluesoul_dmg.wav
3945:	bluesoul_die.wav
3946:	darkcaptain_atk6.wav
3947:	darkcaptain_atk7.wav
;;MON -> B
3952:	darkcaptain_atk1.wav
3954:	darkcaptain_dmg.wav
3955:	darkcaptain_die.wav
3956:	darkcaptain_atk2.wav
3957:	darkcaptain_atk3.wav
3958:	darkcaptain_atk4.wav
3959:	darkcaptain_atk5.wav
;;MON -> B
3962:	yagimon_atk1.wav
3964:	yagimon_dmg.wav
3965:	yagimon_die.wav
3966:	yagimon_atk2.wav
;;MON -> B
3972:	skullmouse_atk1.wav
3974:	skullmouse_dmg.wav
3975:	skullmouse_die.wav
3976:	skullmouse_atk2.wav
;;MON -> B
3982:	hugesnake_atk1.wav
3984:	hugesnake_dmg.wav
3985:	hugesnake_die.wav
3986:	hugesnake_atk2.wav
3987:	hugesnake_atk3.wav
;;MON -> B
3992:	hsnakebaby_atk1.wav
3994:	hsnakebaby_dmg.wav
3995:	hsnakebaby_die.wav

;;MON -> B
4002:	jumamagician_atk1.wav
4004:	jumamagician_dmg.wav
4005:	jumamagician_die.wav
4006:	jumamagician_atk2.wav
4007:	jumamagician_atk3.wav
;;MON -> B
4012:	jumafirearcher_atk1.wav
4014:	jumafirearcher_dmg.wav
4015:	jumafirearcher_die.wav
4016:	jumafirearcher_atk2.wav
;;MON -> B
4022:	jumawindarcher_atk1.wav
4024:	jumawindarcher_dmg.wav
4025:	jumawindarcher_die.wav
4026:	jumawindarcher_atk2.wav
;;MON -> B
4032:	jumasword_atk1.wav
4034:	jumasword_dmg.wav
4035:	jumasword_die.wav
4036:	jumasword_atk2.wav
4037:	jumasword_atk3.wav
;;MON -> B
4042:	yagistone_atk1.wav
4044:	yagistone_dmg.wav
4045:	yagistone_die.wav
;;MON -> B
4052:	stonegiant_atk1.wav
4054:	stonegiant_dmg.wav
4055:	stonegiant_die.wav
4056:	stonegiant_atk2.wav
;;MON -> B
4057:	keakgoejang_atk4_1.wav
4058:	keakgoejang_atk4_2.wav
;;MON -> B
4062:	keakgoejangt_atk1.wav
4064:	keakgoejang_dmg.wav
4065:	keakgoejang_die.wav
4066:	keakgoejang_atk2.wav
4067:	keakgoejang_atk3_1.wav
4068:	keakgoejang_atk3_2.wav
4069:	keakgoejang_atk5.wav
;;MON -> B
4072:	knifewind_atk1.wav
4074:	knifewind_dmg.wav
4075:	knifewind_die.wav
;;MON -> B
4076:	mapongboss_atk3.wav
4077:	mapongboss_atk4_hide.wav
4078:	mapongboss_atk4.wav
4079:	mapongboss_atk5.wav
;;MON -> B
4085:	stonebomb_die.wav
;;MON -> B
4086:	mapongboss_atk6_1.wav
4087:	mapongboss_atk6_2.wav
4088:	mapongboss_atk7_1.wav
4089:	mapongboss_atk7_2.wav
;;MON -> 魔风石怪 - 沙遗迹
4094:	mapongboss_dmg.wav
4095:	mapongboss_die.wav
4096:	mapongboss_atk1_1.wav
4097:	mapongboss_atk1_2.wav
4098:	mapongboss_atk2_1.wav
4099:	mapongboss_atk2_2.wav

;;MON -> 草丛龟--------MON42-----------OK
4100:   hyunwolturtle_digup.wav
4102:   hyunwolturtle_atk1.wav
4104:   hyunwolturtle_dmg.wav
4105:   hyunwolturtle_die.wav
4106:   hyunwolturtle_atk2.wav
;;MON -> 杉精魄
4110:   hyunwoltree_digup.wav
4112:   hyunwoltree_atk1.wav
4114:   hyunwoltree_dmg.wav
4115:   hyunwoltree_die.wav
4116:   hyunwoltree_atk2.wav
4117:   hyunwoltree_atk3.wav
;;MON -> 熊
4122:   hyunwolbear_atk1.wav
4124:   hyunwolbear_dmg.wav
4125:   hyunwolbear_die.wav
4126:   hyunwolbear_atk2.wav
;;MON -> 豹子
4132:   hyunwolleopard_atk1.wav
4134:   hyunwolleopard_dmg.wav
4135:   hyunwolleopard_die.wav
;;MON -> 阳龙王 攻击1~4
4142:   hyunwolboss_atk1.wav
4144:   hyunwolboss_dmg1.wav
4145:   hyunwolboss_die.wav
4146:   hyunwolboss_atk2.wav
4147:   hyunwolboss_atk3.wav
4148:   hyunwolboss_atk4_01.wav
4149:   hyunwolboss_atk4_02.wav
;;MON -> 阳龙王 5~9
4156:   hyunwolboss_atk5.wav
4157:   hyunwolboss_atk6.wav
4158:   hyunwolboss_atk8.wav
4159:   hyunwolboss_atk9_01.wav
;;MON -> 阳龙王 9
4166:   hyunwolboss_atk9_02.wav
;;MON -> 流觞弓匠
4172:   hyunwolarcher_atk1.wav
4174:   hyunwolarcher_dmg.wav
4175:   hyunwolarcher_die.wav
4176:   hyunwolarcher_atk2.wav

;;MON -> 冰原鬼--------MON43-----------OK
4242:   bingwongui_atk1.wav
4244:   bingwongui_dmg.wav
4245:   bingwongui_die.wav
;;MON -> 冰原鬼兵
4252:   bingwonguibyung_atk1.wav
4254:   bingwonguibyungdmg.wav
4255:   bingwonguibyungdie.wav
4256:   bingwonguibyung_atk2.wav
;;MON -> 冰原鬼弓士
4262:   bingwonguiarcher_atk1.wav
4264:   bingwonguiarcher_dmg.wav
4265:   bingwonguiarcher_die.wav
;;MON -> 冰原鬼尊
4272:   bingwonguizone_atk1.wav
4274:   bingwonguizone_dmg.wav
4275:   bingwonguizone_die.wav
4276:   bingwonguizone_atk2.wav
;;MON -> 雪恶鬼
4282:   sulakgui_atk1.wav
4284:   sulakgui_dmg.wav
4285:   sulakgui_die.wav
;;MON -> 恶鬼
4292:   akgui_atk1.wav
4294:   akgui_dmg.wav
4295:   akgui_die.wav
4296:   akgui_atk2.wav

;;MON -> 雪狼--------MON44-----------OK
4302:   taelang_atk1.wav
4304:   taelang_dmg.wav
4305:   taelang_die.wav
4306:   taelang_atk2.wav
;;MON -> 雪太狼
4312:   sultaelang_atk1.wav
4314:   sultaelang_dmg.wav
4315:   sultaelang_die.wav
4316:   sultaelang_atk2.wav
4317:   sultaelang_atk3.wav
4318:   sultaelang_atk4.wav
;;MON -> 水龙
4320:   bongukmon1_out.wav
4322:   bongukmon1_atk2.wav
4324:   bongukmon1_dmg.wav
4325:   bongukmon1_die.wav
4326:   bongukmon1_atk1.wav
;;MON -> 沼玄武
4331:   bongukmon2_stand02.wav
4332:   bongukmon2_atk1.wav
4334:   bongukmon2_dmg.wav
4335:   bongukmon2_die.wav
4336:   bongukmon2_atk2.wav
4337:   bongukmon2_atk3.wav
;;MON -> 穷奇
4341:   bongukmon3_stand02.wav
4342:   bongukmon3_atk1.wav
4344:   bongukmon3_dmg.wav
4345:   bongukmon3_die.wav
4346:   bongukmon3_atk2.wav
4347:   bongukmon3_atk3.wav
;;MON -> 龙骨战士
4352:   bongukmon4_atk1.wav
4354:   bongukmon4_dmg.wav
4355:   bongukmon4_die.wav
4356:   bongukmon4_atk2.wav
4357:   bongukmon4_atk3.wav
;;MON -> 龙骨弓士
4362:   bongukmon5_atk1.wav
4364:   bongukmon5_dmg.wav
4365:   bongukmon5_die.wav
4366:   bongukmon5_atk2.wav
;;MON -> 沙暴风
4371:   bongukmon6_stand.wav
4372:   bongukmon6_atk1.wav
4374:   bongukmon6_dmg.wav
4375:   bongukmon6_die.wav
;;MON -> 麒麟
4381:   bongukmon7_stand02.wav
4382:   bongukmon7_atk1.wav
